Kilometros,Tipo Combustible,Marca,Modelo,Edicion,Año,Color,Tipo de Vehiculo,Estatus de Vehiculo,Precio,Numero de Puertas
28476,Hibrido,Nissan,Altima,Limited,2014,Rojo,Sedan,Usado,19200,4
293319,Gas,Hyundai,Elantra,Standard,2014,Blanco,Sedan,Usado,9520,4
115889,Gasolina,BMW,X5,Deluxe,2021,Negro,SUV,Usado,14560,4
251351,Gasolina,Toyota,Corolla,Deluxe,2005,Gris,SUV,Usado,7280,4
146080,Hibrido,Toyota,Corolla,Deluxe,2008,Azul,Coupe,Usado,6720,2
101532,Gasolina,Ford,F150,Limited,2024,Gris,SUV,Usado,17472,2
158860,GLP,Chevrolet,Cruze,Touring,2013,Gris,Camioneta,Usado,7280,4
232449,Hibrido,Honda,Civic,Deluxe,2017,Negro,Compacto,Usado,12096,4
168846,Hibrido,Toyota,Corolla,Sport,2023,Verde,Compacto,Usado,14515,2
222159,GLP,Ford,F150,Sport,2002,Rojo,SUV,Usado,7280,4
104300,GLP,Ford,F150,Sport,2014,Gris,SUV,Usado,14560,4
131057,Gasolina,Toyota,Corolla,Sport,2008,Blanco,SUV,Usado,7280,2
197262,Gasolina,Nissan,Altima,Deluxe,2024,Blanco,Coupe,Usado,13440,2
64056,GLP,Ford,F150,Standard,2013,Verde,SUV,Usado,7280,4
6257,Gasolina,BMW,X5,Limited,2011,Blanco,SUV,Usado,13520,2
207168,Gasolina,Nissan,Altima,Deluxe,2015,Verde,Camioneta,Usado,14560,4
224343,Gasolina,Toyota,Corolla,Standard,2007,Azul,SUV,Usado,7280,2
113964,Gasolina,Toyota,Corolla,Standard,2023,Verde,SUV,Usado,17472,4
83997,Gas,Hyundai,Elantra,Standard,2019,Verde,Sedan,Usado,9520,4
29868,Gasolina,Hyundai,Elantra,Deluxe,2023,Verde,SUV,Usado,24960,4
192629,Hibrido,Toyota,Corolla,Standard,2012,Rojo,SUV,Usado,8736,2
173235,Hibrido,Nissan,Altima,Standard,2000,Rojo,SUV,Usado,8736,4
168135,Hibrido,Nissan,Altima,Deluxe,2018,Negro,Camioneta,Usado,17472,4
161876,Gasolina,BMW,X5,Sport,2014,Gris,SUV,Usado,14560,2
47653,Gas,Hyundai,Elantra,Deluxe,2003,Verde,SUV,Usado,8840,4
252658,Gasolina,Hyundai,Elantra,Standard,2022,Blanco,Compacto,Usado,12096,2
36106,Gasolina,Honda,Civic,Sport,2016,Verde,Sedan,Usado,16000,4
58639,Hibrido,Toyota,Corolla,Sport,2002,Gris,Compacto,Usado,6048,2
299890,Gasolina,Honda,Civic,Touring,2017,Gris,Compacto,Usado,10080,4
48802,GLP,Chevrolet,Cruze,Limited,2021,Verde,Coupe,Usado,16000,4
95366,Gasolina,BMW,X5,Limited,2002,Verde,Camioneta,Usado,7280,4
68386,Gasolina,Hyundai,Elantra,Deluxe,2012,Gris,Sedan,Usado,5600,2
238408,GLP,Chevrolet,Cruze,Touring,2009,Azul,SUV,Usado,7280,2
212776,Hibrido,Toyota,Corolla,Deluxe,2022,Negro,Sedan,Usado,16128,2
50655,Gas,Hyundai,Elantra,Deluxe,2002,Gris,SUV,Usado,6188,2
194654,Gasolina,BMW,X5,Sport,2011,Azul,Sedan,Usado,5600,2
105884,GLP,Chevrolet,Cruze,Deluxe,2020,Azul,Coupe,Usado,11200,2
52644,GLP,Chevrolet,Cruze,Limited,2020,Verde,Sedan,Usado,11200,4
173135,Gasolina,Honda,Civic,Sport,2015,Rojo,SUV,Usado,14560,4
276905,Gas,Hyundai,Elantra,Standard,2015,Blanco,SUV,Usado,12376,4
55516,GLP,Ford,F150,Touring,2001,Verde,Coupe,Usado,5600,4
273669,Gasolina,Toyota,Corolla,Standard,2007,Gris,SUV,Usado,7280,2
56359,Gasolina,Hyundai,Elantra,Touring,2007,Blanco,Compacto,Usado,5040,2
193388,Hibrido,Nissan,Altima,Touring,2015,Blanco,Sedan,Usado,13440,2
297264,Gasolina,Nissan,Altima,Touring,2015,Blanco,Compacto,Usado,10080,6
172474,Gasolina,Nissan,Altima,Sport,2024,Blanco,Compacto,Usado,12096,4
138961,Hibrido,Honda,Civic,Sport,2005,Gris,Coupe,Usado,6720,2
61694,Hibrido,Nissan,Altima,Deluxe,2010,Verde,Coupe,Usado,6720,2
170913,Gasolina,Hyundai,Elantra,Standard,2008,Blanco,Coupe,Usado,5600,2
142214,Electrico,BMW,X5,Limited,2011,Verde,Compacto,Usado,7560,2
44730,Hibrido,Toyota,Corolla,Deluxe,2012,Blanco,Coupe,Usado,9600,4
224762,Gasolina,Honda,Civic,Sport,2013,Verde,Camioneta,Usado,7280,2
94160,Hibrido,Nissan,Altima,Limited,2012,Gris,SUV,Usado,8736,2
288258,Gasolina,Honda,Civic,Deluxe,2005,Negro,Sedan,Usado,5600,2
78004,Gasolina,Honda,Civic,Touring,2014,Verde,Coupe,Usado,11200,2
170858,Electrico,BMW,X5,Limited,2012,Verde,Compacto,Usado,7560,4
181089,Hibrido,Toyota,Corolla,Standard,2008,Rojo,SUV,Usado,8736,2
95853,Hibrido,Nissan,Altima,Standard,2014,Azul,Compacto,Usado,12096,4
172965,Gasolina,Nissan,Altima,Deluxe,2020,Gris,Camioneta,Usado,14560,4
12409,GLP,Ford,F150,Limited,2016,Azul,Coupe,Usado,16000,4
40162,Gas,Hyundai,Elantra,Deluxe,2017,Gris,Coupe,Usado,13600,2
184653,Gasolina,Chevrolet,Cruze,Limited,2012,Rojo,SUV,Usado,7280,4
82466,Gasolina,Ford,F150,Limited,2018,Negro,Camioneta,Usado,14560,2
105891,Gasolina,Ford,F150,Deluxe,2014,Negro,Coupe,Usado,11200,2
151482,Gasolina,Nissan,Altima,Standard,2011,Rojo,Sedan,Usado,5600,4
134656,Hibrido,Nissan,Altima,Deluxe,2000,Azul,Camioneta,Usado,8736,2
40884,Gasolina,Hyundai,Elantra,Deluxe,2008,Negro,Compacto,Usado,7200,4
148791,Hibrido,Nissan,Altima,Touring,2000,Gris,Camioneta,Usado,8736,4
145601,Electrico,BMW,X5,Standard,2022,Negro,Sedan,Usado,20160,2
139256,Gas,Hyundai,Elantra,Standard,2002,Azul,SUV,Usado,6188,4
22652,Gasolina,Ford,F150,Standard,2007,Rojo,Coupe,Usado,8000,2
269847,Hibrido,Honda,Civic,Deluxe,2010,Blanco,Coupe,Usado,6720,4
207939,Hibrido,Toyota,Corolla,Touring,2018,Gris,SUV,Usado,17472,4
269184,Electrico,BMW,X5,Deluxe,2020,Blanco,Camioneta,Usado,21840,2
294655,Gasolina,Hyundai,Elantra,Deluxe,2012,Negro,Compacto,Usado,5040,2
168965,Gasolina,Hyundai,Elantra,Standard,2001,Gris,SUV,Usado,7280,2
150121,Gasolina,Toyota,Corolla,Touring,2007,Gris,Compacto,Usado,5040,2
85498,Hibrido,Nissan,Altima,Sport,2006,Azul,Compacto,Usado,6048,4
215525,Gasolina,BMW,X5,Deluxe,2009,Azul,Sedan,Usado,5600,4
218798,Gasolina,Ford,F150,Limited,2002,Negro,Compacto,Usado,5040,2
195050,Gasolina,Nissan,Altima,Sport,2004,Azul,SUV,Usado,7280,2
236249,Gasolina,Toyota,Corolla,Touring,2014,Blanco,Sedan,Usado,11200,4
161966,GLP,Chevrolet,Cruze,Sport,2003,Rojo,Coupe,Usado,5600,6
191515,Gas,Hyundai,Elantra,Standard,2001,Verde,SUV,Usado,6188,2
132362,Gasolina,Nissan,Altima,Deluxe,2005,Rojo,Compacto,Usado,5040,2
118606,Gasolina,Nissan,Altima,Limited,2016,Blanco,Coupe,Usado,11200,4
289018,GLP,Ford,F150,Standard,2000,Verde,Camioneta,Usado,7280,4
141094,Gasolina,BMW,X5,Limited,2006,Azul,Sedan,Usado,5600,4
135615,Hibrido,Toyota,Corolla,Touring,2021,Blanco,Compacto,Usado,12096,2
58223,Gasolina,Nissan,Altima,Touring,2009,Azul,Sedan,Usado,5600,2
236298,Gasolina,Ford,F150,Sport,2024,Negro,Camioneta,Usado,17472,2
83441,GLP,Chevrolet,Cruze,Sport,2003,Negro,SUV,Usado,7280,2
230733,Gasolina,BMW,X5,Deluxe,2005,Rojo,Compacto,Usado,5040,2
118852,Hibrido,Toyota,Corolla,Deluxe,2015,Verde,Coupe,Usado,13440,2
89514,Gasolina,Chevrolet,Cruze,Touring,2019,Verde,SUV,Usado,14560,2
279117,Gasolina,BMW,X5,Limited,2009,Blanco,Compacto,Usado,5040,4
24832,Gasolina,Toyota,Corolla,Touring,2018,Azul,SUV,Usado,20800,4
58630,GLP,Chevrolet,Cruze,Standard,2003,Azul,SUV,Usado,7280,4
13178,Gasolina,Nissan,Altima,Deluxe,2009,Azul,Sedan,Usado,8000,4
3223,Gasolina,BMW,X5,Sport,2001,Negro,Coupe,Usado,10400,2
281124,GLP,Ford,F150,Standard,2010,Rojo,Compacto,Usado,5040,4
299582,Gasolina,Nissan,Altima,Touring,2006,Gris,Sedan,Usado,5600,4
57098,GLP,Chevrolet,Cruze,Deluxe,2008,Azul,Coupe,Usado,5600,2
67781,Electrico,BMW,X5,Standard,2023,Negro,Sedan,Usado,20160,2
238417,Gas,Hyundai,Elantra,Limited,2020,Blanco,Sedan,Usado,9520,2
92893,Hibrido,Toyota,Corolla,Standard,2024,Verde,SUV,Usado,20966,4
114316,Gasolina,Honda,Civic,Deluxe,2022,Verde,Camioneta,Usado,17472,2
127466,Gasolina,BMW,X5,Sport,2011,Blanco,Sedan,Usado,5600,4
225838,Gas,Hyundai,Elantra,Deluxe,2024,Blanco,Camioneta,Usado,14851,4
245630,Gas,Hyundai,Elantra,Touring,2001,Azul,Compacto,Usado,4284,2
30465,GLP,Ford,F150,Standard,2018,Negro,Coupe,Usado,16000,2
279354,Gasolina,Toyota,Corolla,Sport,2015,Rojo,SUV,Usado,14560,2
144167,Gasolina,Chevrolet,Cruze,Standard,2021,Rojo,Coupe,Usado,11200,2
48794,Gasolina,BMW,X5,Deluxe,2017,Rojo,Compacto,Usado,14400,4
96297,Gasolina,Honda,Civic,Touring,2010,Azul,Sedan,Usado,5600,2
280375,Gasolina,Toyota,Corolla,Limited,2021,Rojo,Camioneta,Usado,14560,4
57386,Gasolina,Hyundai,Elantra,Limited,2024,Verde,Camioneta,Usado,17472,2
79365,GLP,Ford,F150,Touring,2006,Blanco,Compacto,Usado,5040,2
44392,Hibrido,Nissan,Altima,Limited,2017,Blanco,Compacto,Usado,17280,4
164489,Gasolina,Ford,F150,Sport,2024,Blanco,SUV,Usado,17472,2
66315,GLP,Ford,F150,Deluxe,2005,Verde,Camioneta,Usado,7280,4
152106,GLP,Chevrolet,Cruze,Touring,2009,Gris,Compacto,Usado,5040,4
231382,Gasolina,Toyota,Corolla,Touring,2007,Azul,Coupe,Usado,5600,4
167056,Hibrido,Toyota,Corolla,Deluxe,2019,Azul,Camioneta,Usado,17472,2
285140,Gasolina,Chevrolet,Cruze,Touring,2019,Verde,SUV,Usado,14560,2
94375,Hibrido,Nissan,Altima,Touring,2021,Verde,Coupe,Usado,13440,2
200454,Gasolina,Hyundai,Elantra,Sport,2007,Gris,Coupe,Usado,5600,2
136103,Gasolina,Hyundai,Elantra,Touring,2012,Negro,Sedan,Usado,5600,4
52257,Hibrido,Honda,Civic,Deluxe,2004,Gris,SUV,Usado,8736,4
222018,Gasolina,BMW,X5,Sport,2023,Azul,Camioneta,Usado,17472,4
96547,Gasolina,BMW,X5,Touring,2024,Blanco,Coupe,Usado,13440,4
69523,Electrico,BMW,X5,Touring,2008,Azul,Compacto,Usado,7560,2
79533,Gas,Hyundai,Elantra,Touring,2017,Rojo,Sedan,Usado,9520,2
272202,GLP,Ford,F150,Touring,2005,Negro,Camioneta,Usado,7280,4
236308,Gasolina,Hyundai,Elantra,Standard,2006,Rojo,SUV,Usado,7280,4
197518,Hibrido,Honda,Civic,Touring,2018,Blanco,SUV,Usado,17472,4
217758,Hibrido,Nissan,Altima,Deluxe,2001,Azul,Camioneta,Usado,8736,4
174687,GLP,Chevrolet,Cruze,Limited,2024,Verde,Camioneta,Usado,17472,2
21761,GLP,Chevrolet,Cruze,Standard,2016,Azul,SUV,Usado,20800,4
138220,Gasolina,Ford,F150,Touring,2001,Gris,Camioneta,Usado,7280,2
283322,Gasolina,BMW,X5,Deluxe,2012,Blanco,Sedan,Usado,5600,4
81826,Electrico,BMW,X5,Touring,2017,Gris,Compacto,Usado,15120,2
150178,GLP,Chevrolet,Cruze,Sport,2010,Blanco,Sedan,Usado,5600,2
166161,Hibrido,Nissan,Altima,Standard,2018,Rojo,Coupe,Usado,13440,4
73438,Gas,Hyundai,Elantra,Standard,2008,Negro,Camioneta,Usado,6188,4
99000,Gasolina,Toyota,Corolla,Deluxe,2010,Rojo,Sedan,Usado,5600,2
161203,Hibrido,Nissan,Altima,Touring,2015,Verde,Sedan,Usado,13440,3
142720,Gasolina,Toyota,Corolla,Sport,2008,Negro,Compacto,Usado,5040,2
12526,Gasolina,Ford,F150,Sport,2009,Blanco,Camioneta,Usado,10400,4
88123,GLP,Ford,F150,Touring,2018,Negro,Coupe,Usado,11200,2
163449,Gas,Hyundai,Elantra,Standard,2001,Gris,Camioneta,Usado,6188,2
98786,Gasolina,Honda,Civic,Standard,2007,Blanco,Camioneta,Usado,7280,2
28711,Gasolina,Honda,Civic,Sport,2014,Blanco,SUV,Usado,20800,4
214114,Gas,Hyundai,Elantra,Standard,2024,Negro,Compacto,Usado,10281,3
75789,Gasolina,Toyota,Corolla,Deluxe,2024,Blanco,SUV,Usado,17472,2
70114,Gasolina,BMW,X5,Touring,2016,Verde,SUV,Usado,14560,4
24904,Hibrido,Honda,Civic,Deluxe,2017,Rojo,Camioneta,Usado,24960,2
170707,Gasolina,BMW,X5,Limited,2023,Verde,Compacto,Usado,12096,4
28042,Gasolina,Toyota,Corolla,Deluxe,2021,Verde,Coupe,Usado,16000,2
53398,GLP,Chevrolet,Cruze,Sport,2016,Rojo,Sedan,Usado,11200,4
171914,Gasolina,Hyundai,Elantra,Limited,2008,Rojo,SUV,Usado,7280,2
123975,Gasolina,Chevrolet,Cruze,Touring,2011,Verde,Coupe,Usado,5600,4
94930,Gasolina,BMW,X5,Limited,2016,Rojo,Sedan,Usado,11200,4
47179,GLP,Chevrolet,Cruze,Deluxe,2021,Blanco,Camioneta,Usado,20800,4
246484,Gasolina,Hyundai,Elantra,Limited,2009,Azul,Compacto,Usado,5040,4
210058,Gasolina,Nissan,Altima,Sport,2002,Azul,Sedan,Usado,5600,4
107500,Electrico,BMW,X5,Deluxe,2021,Negro,Sedan,Usado,16800,3
178252,Gasolina,Chevrolet,Cruze,Sport,2018,Verde,Compacto,Usado,10080,1
238597,Gasolina,Toyota,Corolla,Standard,2019,Blanco,Coupe,Usado,11200,2
151609,Electrico,BMW,X5,Touring,2014,Gris,Compacto,Usado,15120,2
222951,Gasolina,Nissan,Altima,Touring,2014,Rojo,SUV,Usado,14560,2
226847,Hibrido,Honda,Civic,Limited,2011,Rojo,Compacto,Usado,6048,4
105149,Gasolina,Toyota,Corolla,Touring,2012,Rojo,Compacto,Usado,5040,4
138350,Gas,Hyundai,Elantra,Standard,2014,Azul,Compacto,Usado,8568,2
111533,Gas,Hyundai,Elantra,Deluxe,2007,Negro,Camioneta,Usado,6188,4
85310,Hibrido,Toyota,Corolla,Deluxe,2014,Rojo,Camioneta,Usado,17472,2
90051,Gasolina,BMW,X5,Standard,2003,Blanco,Compacto,Usado,5040,2
245401,Gasolina,Ford,F150,Sport,2022,Azul,Camioneta,Usado,17472,2
44588,GLP,Ford,F150,Standard,2011,Rojo,Camioneta,Usado,10400,2
111145,Hibrido,Toyota,Corolla,Standard,2023,Blanco,Sedan,Usado,16128,2
79460,Electrico,BMW,X5,Sport,2022,Rojo,Compacto,Usado,18144,4
166976,GLP,Chevrolet,Cruze,Limited,2009,Rojo,Camioneta,Usado,7280,2
259098,Hibrido,Nissan,Altima,Touring,2000,Azul,Coupe,Usado,6720,2
18030,Hibrido,Honda,Civic,Sport,2019,Gris,Compacto,Usado,17280,4
258148,Gasolina,Nissan,Altima,Deluxe,2021,Negro,Coupe,Usado,11200,4
15649,Hibrido,Honda,Civic,Touring,2013,Rojo,Compacto,Usado,8640,2
170016,Electrico,BMW,X5,Standard,2005,Gris,Compacto,Usado,7560,2
158815,Gasolina,BMW,X5,Deluxe,2018,Blanco,SUV,Usado,14560,2
111525,Hibrido,Nissan,Altima,Touring,2001,Blanco,Camioneta,Usado,8736,2
167312,GLP,Ford,F150,Sport,2011,Blanco,Compacto,Usado,5040,4
148955,Gasolina,Hyundai,Elantra,Standard,2009,Gris,SUV,Usado,7280,4
143744,Gasolina,BMW,X5,Limited,2017,Blanco,Sedan,Usado,11200,4
95091,Gas,Hyundai,Elantra,Sport,2020,Rojo,Camioneta,Usado,12376,2
104076,Hibrido,Nissan,Altima,Standard,2009,Negro,SUV,Usado,8736,4
292779,Gasolina,BMW,X5,Deluxe,2002,Rojo,SUV,Usado,7280,2
237122,Hibrido,Nissan,Altima,Deluxe,2020,Rojo,Sedan,Usado,13440,2
108018,Hibrido,Nissan,Altima,Touring,2023,Negro,SUV,Usado,20966,4
269237,Hibrido,Honda,Civic,Deluxe,2012,Negro,Camioneta,Usado,8736,2
163191,Gasolina,Hyundai,Elantra,Standard,2000,Rojo,Sedan,Usado,5600,4
49381,Gasolina,Toyota,Corolla,Limited,2001,Blanco,Coupe,Usado,8000,4
202356,GLP,Chevrolet,Cruze,Limited,2003,Gris,Coupe,Usado,5600,4
104137,Gasolina,Chevrolet,Cruze,Standard,2015,Negro,Camioneta,Usado,14560,2
18530,Gasolina,BMW,X5,Touring,2009,Gris,Camioneta,Usado,10400,2
268181,Hibrido,Honda,Civic,Touring,2019,Blanco,Sedan,Usado,13440,1
115917,Gasolina,Chevrolet,Cruze,Deluxe,2017,Verde,Compacto,Usado,10080,4
10981,Gasolina,Toyota,Corolla,Deluxe,2002,Rojo,Camioneta,Usado,10400,2
43836,Electrico,BMW,X5,Sport,2012,Verde,Coupe,Usado,12000,4
52727,Gasolina,Hyundai,Elantra,Sport,2003,Gris,Compacto,Usado,5040,2
220365,Gasolina,BMW,X5,Deluxe,2024,Blanco,Sedan,Usado,13440,2
20181,Gasolina,BMW,X5,Standard,2021,Azul,Coupe,Usado,16000,4
114260,Gas,Hyundai,Elantra,Sport,2016,Rojo,Camioneta,Usado,12376,4
85982,Gasolina,Toyota,Corolla,Touring,2020,Gris,Camioneta,Usado,14560,4
201963,Gasolina,Chevrolet,Cruze,Touring,2018,Verde,Camioneta,Usado,14560,4
272937,Gasolina,Ford,F150,Standard,2005,Rojo,Sedan,Usado,5600,2
213259,Gasolina,Hyundai,Elantra,Sport,2017,Gris,Sedan,Usado,11200,4
142030,Gasolina,Ford,F150,Deluxe,2009,Verde,Camioneta,Usado,7280,4
89151,Hibrido,Toyota,Corolla,Deluxe,2009,Gris,Camioneta,Usado,8736,4
157663,Gasolina,Toyota,Corolla,Deluxe,2015,Verde,Compacto,Usado,10080,4
236922,Gasolina,Chevrolet,Cruze,Sport,2012,Verde,Camioneta,Usado,7280,2
295588,Gasolina,Toyota,Corolla,Sport,2006,Rojo,Sedan,Usado,5600,4
33685,Hibrido,Toyota,Corolla,Sport,2005,Blanco,Camioneta,Usado,12480,2
255335,Gas,Hyundai,Elantra,Standard,2013,Gris,Camioneta,Usado,6188,4
276550,Gasolina,Chevrolet,Cruze,Limited,2002,Blanco,Sedan,Usado,5600,2
175122,Gasolina,Toyota,Corolla,Standard,2008,Verde,Compacto,Usado,5040,4
179877,Gas,Hyundai,Elantra,Limited,2011,Verde,Sedan,Usado,4760,2
17488,Gasolina,Hyundai,Elantra,Sport,2011,Gris,Coupe,Usado,8000,2
116546,Gasolina,Ford,F150,Sport,2015,Blanco,Sedan,Usado,11200,2
210475,Hibrido,Nissan,Altima,Standard,2023,Negro,Coupe,Usado,16128,4
168179,Electrico,BMW,X5,Standard,2022,Blanco,Coupe,Usado,20160,2
155574,Gas,Hyundai,Elantra,Sport,2015,Azul,Compacto,Usado,8568,2
57736,Gasolina,Chevrolet,Cruze,Standard,2024,Azul,Coupe,Usado,13440,2
90286,Gasolina,Hyundai,Elantra,Limited,2005,Verde,Compacto,Usado,5040,2
149527,Gasolina,Toyota,Corolla,Standard,2000,Gris,SUV,Usado,7280,2
275181,Gasolina,Chevrolet,Cruze,Limited,2017,Verde,Coupe,Usado,11200,4
115927,GLP,Ford,F150,Touring,2020,Azul,Compacto,Usado,10080,2
18800,Gasolina,Hyundai,Elantra,Sport,2019,Negro,Sedan,Usado,16000,2
244361,GLP,Chevrolet,Cruze,Touring,2013,Gris,SUV,Usado,7280,4
39876,GLP,Chevrolet,Cruze,Sport,2024,Gris,SUV,Usado,24960,2
31508,Hibrido,Honda,Civic,Limited,2013,Negro,Sedan,Usado,9600,4
24792,Electrico,BMW,X5,Limited,2024,Verde,Sedan,Usado,28800,4
64204,Gasolina,Nissan,Altima,Limited,2024,Negro,SUV,Usado,17472,2
190119,Gasolina,Honda,Civic,Limited,2011,Azul,Coupe,Usado,5600,2
79481,Gasolina,Hyundai,Elantra,Standard,2003,Gris,SUV,Usado,7280,2
251687,GLP,Chevrolet,Cruze,Limited,2010,Rojo,Camioneta,Usado,7280,4
113920,Gasolina,Toyota,Corolla,Deluxe,2011,Rojo,SUV,Usado,7280,4
87219,Gasolina,Toyota,Corolla,Sport,2006,Azul,Sedan,Usado,5600,4
83139,Gasolina,BMW,X5,Standard,2017,Negro,Camioneta,Usado,14560,2
23387,Gasolina,BMW,X5,Standard,2000,Azul,Camioneta,Usado,10400,2
99356,Hibrido,Toyota,Corolla,Standard,2015,Gris,Sedan,Usado,13440,4
218598,Gasolina,Honda,Civic,Limited,2008,Verde,Camioneta,Usado,7280,2
52523,Gasolina,Nissan,Altima,Sport,2010,Rojo,SUV,Usado,7280,4
162373,Gasolina,Toyota,Corolla,Touring,2007,Verde,Coupe,Usado,5600,4
94348,Hibrido,Toyota,Corolla,Limited,2003,Azul,Compacto,Usado,6048,4
196872,Electrico,BMW,X5,Sport,2023,Negro,SUV,Usado,26208,4
181603,Hibrido,Nissan,Altima,Limited,2010,Verde,Coupe,Usado,6720,4
163517,GLP,Ford,F150,Limited,2018,Blanco,Sedan,Usado,11200,2
167633,Gasolina,Toyota,Corolla,Standard,2018,Gris,Coupe,Usado,11200,4
42881,Electrico,BMW,X5,Touring,2020,Azul,SUV,Usado,31200,2
193050,GLP,Chevrolet,Cruze,Touring,2008,Negro,Camioneta,Usado,7280,2
69492,Gas,Hyundai,Elantra,Deluxe,2001,Negro,Camioneta,Usado,6188,4
120488,Gasolina,Ford,F150,Deluxe,2014,Negro,Sedan,Usado,11200,4
179861,Gas,Hyundai,Elantra,Deluxe,2009,Verde,Coupe,Usado,4760,2
256251,Gasolina,Chevrolet,Cruze,Standard,2019,Blanco,SUV,Usado,14560,2
93795,Electrico,BMW,X5,Limited,2021,Azul,SUV,Usado,21840,4
32126,Gasolina,Hyundai,Elantra,Limited,2006,Negro,Camioneta,Usado,10400,2
29554,Hibrido,Nissan,Altima,Limited,2000,Gris,Coupe,Usado,9600,2
61761,Gasolina,Nissan,Altima,Deluxe,2007,Verde,SUV,Usado,7280,4
11794,Electrico,BMW,X5,Sport,2016,Azul,Compacto,Usado,21600,2
166264,Gasolina,Toyota,Corolla,Deluxe,2020,Rojo,Compacto,Usado,10080,4
276812,Gasolina,Nissan,Altima,Standard,2005,Azul,Camioneta,Usado,7280,2
263587,Hibrido,Honda,Civic,Limited,2012,Negro,Compacto,Usado,6048,2
219267,Gasolina,Chevrolet,Cruze,Standard,2018,Verde,Compacto,Usado,10080,2
164755,Gasolina,Ford,F150,Touring,2005,Negro,Coupe,Usado,5600,4
151547,Hibrido,Toyota,Corolla,Touring,2024,Blanco,Coupe,Usado,16128,4
204681,Hibrido,Nissan,Altima,Touring,2017,Verde,Compacto,Usado,12096,4
102796,Gas,Hyundai,Elantra,Standard,2006,Verde,Camioneta,Usado,6188,4
285209,Gasolina,Ford,F150,Standard,2017,Rojo,Camioneta,Usado,14560,4
202789,Gasolina,Honda,Civic,Standard,2010,Verde,SUV,Usado,7280,4
219921,Gasolina,BMW,X5,Touring,2012,Gris,Camioneta,Usado,7280,2
160337,Gasolina,Ford,F150,Sport,2001,Verde,Compacto,Usado,5040,4
280371,Gasolina,BMW,X5,Limited,2018,Gris,Coupe,Usado,11200,2
33081,GLP,Ford,F150,Standard,2014,Rojo,Coupe,Usado,16000,2
243368,Gasolina,Hyundai,Elantra,Touring,2024,Verde,SUV,Usado,17472,4
152346,Hibrido,Toyota,Corolla,Sport,2019,Verde,Compacto,Usado,12096,2
87911,GLP,Ford,F150,Touring,2024,Rojo,Compacto,Usado,12096,2
273448,Gasolina,Hyundai,Elantra,Touring,2001,Gris,Sedan,Usado,5600,4
189358,Gasolina,BMW,X5,Limited,2008,Negro,Compacto,Usado,5040,2
230973,Electrico,BMW,X5,Sport,2007,Gris,Coupe,Usado,8400,2
160768,GLP,Chevrolet,Cruze,Deluxe,2006,Verde,Coupe,Usado,5600,4
33473,Gasolina,Chevrolet,Cruze,Sport,2011,Gris,Compacto,Usado,7200,4
241896,Gasolina,BMW,X5,Limited,2014,Rojo,SUV,Usado,14560,4
286242,Gasolina,Chevrolet,Cruze,Standard,2005,Blanco,Coupe,Usado,5600,2
84913,Gasolina,Chevrolet,Cruze,Standard,2018,Gris,Sedan,Usado,11200,2
255399,Hibrido,Honda,Civic,Standard,2015,Gris,Compacto,Usado,12096,2
69940,Hibrido,Toyota,Corolla,Deluxe,2019,Blanco,Camioneta,Usado,17472,4
143673,Gas,Hyundai,Elantra,Limited,2007,Verde,SUV,Usado,6188,4
158132,Hibrido,Honda,Civic,Deluxe,2014,Negro,SUV,Usado,17472,2
292405,Hibrido,Nissan,Altima,Sport,2012,Blanco,Compacto,Usado,6048,2
223270,Electrico,BMW,X5,Touring,2002,Rojo,Camioneta,Usado,10920,4
264709,Gasolina,Chevrolet,Cruze,Limited,2014,Negro,Compacto,Usado,10080,4
25566,Electrico,BMW,X5,Standard,2018,Blanco,Sedan,Usado,24000,4
24870,Gasolina,Chevrolet,Cruze,Limited,2014,Negro,Sedan,Usado,16000,5
80530,Gasolina,Toyota,Corolla,Limited,2020,Azul,Sedan,Usado,11200,5
116493,Gasolina,Hyundai,Elantra,Limited,2022,Azul,Coupe,Usado,13440,2
221833,Electrico,BMW,X5,Touring,2002,Azul,SUV,Usado,10920,2
27371,Gas,Hyundai,Elantra,Sport,2024,Gris,Camioneta,Usado,21216,2
239272,Hibrido,Honda,Civic,Limited,2009,Gris,Camioneta,Usado,8736,2
86697,Gasolina,Toyota,Corolla,Touring,2008,Rojo,Sedan,Usado,5600,4
148245,Gasolina,Hyundai,Elantra,Touring,2017,Negro,Sedan,Usado,11200,2
261731,Hibrido,Toyota,Corolla,Touring,2013,Rojo,Coupe,Usado,6720,4
253095,Hibrido,Toyota,Corolla,Touring,2005,Blanco,SUV,Usado,8736,4
60547,Electrico,BMW,X5,Touring,2022,Verde,Sedan,Usado,20160,4
68158,Hibrido,Honda,Civic,Touring,2009,Negro,Sedan,Usado,6720,4
3852,Gasolina,Honda,Civic,Deluxe,2009,Negro,Coupe,Usado,10400,2
247142,Gasolina,BMW,X5,Limited,2009,Verde,Camioneta,Usado,7280,2
256377,Gasolina,Toyota,Corolla,Standard,2003,Gris,Coupe,Usado,5600,2
26652,Gasolina,Honda,Civic,Sport,2006,Gris,Camioneta,Usado,10400,2
151359,GLP,Ford,F150,Sport,2023,Verde,Sedan,Usado,13440,2
265672,Gas,Hyundai,Elantra,Limited,2002,Blanco,Camioneta,Usado,6188,4
283639,Gasolina,Toyota,Corolla,Deluxe,2001,Blanco,Sedan,Usado,5600,2
